id,item_id,date,quantity,cost (CLP)_x,delivery_date,lead_time,description,description_2,group_description,unit_sale_price (CLP),cost (CLP)_y,storage_cost (CLP),stock,size_m3,cost_per_purchase
21557,596,2024-03-04,11,791443.3333333334,2024-03-30,26,royal canin maxi adulto 15 kg,adultos,alimento,85410.0,66570.0,257.0,3.0,0.015,3000.0
21729,114,2024-03-04,10,81920.88888888888,2024-03-28,24,dingo dental stick huesitos ,snack,alimento,11990.0,8014.0,36.0,15.0,0.015,1100.0
220,120,2020-02-03,13,483925.0,2020-02-23,20,cytopoint 30 mg iny 20-30 k,medicamentos,medicamentos,48510.0,37225.0,89.0,2.0,0.0002,1200.0
474,1378,2020-03-02,11,290609.0,2020-03-21,19,contralac 20 x 16 comp.,comportamiento,medicamentos,34870.0,26419.0,64.0,0.0,0.0002,500.0
567,1668,2020-03-02,11,257752.0,2020-03-20,18,feliway friends repuesto mas difusor 48ml,comportamiento,medicamentos,35990.0,23432.0,67.0,1.0,0.0002,700.0
997,1071,2020-04-06,1,23845.0,2020-04-25,19,bravecto gatos 6.25 a 12.5 kg,antiparasitarios,medicamentos,34800.0,23845.0,64.0,1.0,0.0002,600.0
2396,189,2020-08-03,9,104499.0,2020-08-21,18,gel otico plus x 11.5 grs.,otico,medicamentos,17150.0,11611.0,32.0,0.0,0.0002,500.0
2613,1381,2020-08-31,1,13404.0,2020-09-18,18,frontline plus pipeta perro 40-60 kg.,ant. ext.,medicamentos,19560.0,13404.0,36.0,4.0,0.0002,500.0
2962,423,2020-10-05,1,18969.0,2020-10-26,21,fiprokill spray x 250 ml ,ant. ext.,medicamentos,24990.0,18969.0,46.0,1.0,0.0002,500.0
3427,490,2020-11-30,1,24083.0,2020-12-23,23,bravecto gato 2.8 a 6.25 kg,ant. ext.,medicamentos,31470.0,24083.0,58.0,13.0,0.0002,600.0
3571,1534,2020-11-30,1,8442.0,2020-12-18,18,mamistop 250 gr. (perro),suplemento,medicamentos,11780.0,8442.0,22.0,0.0,0.0002,500.0
4241,423,2021-02-01,1,18969.0,2021-02-19,18,fiprokill spray x 250 ml ,ant. ext.,medicamentos,24990.0,18969.0,46.0,1.0,0.0002,500.0
4384,345,2021-02-01,1,22926.0,2021-02-19,18,nexgard x 3 tab. 10 a  25 kg,ant. ext.,medicamentos,32990.0,22926.0,61.0,2.0,0.0002,500.0
4581,1362,2021-03-01,2,59690.0,2021-03-24,23,nexgard x 3 tab. 25- 50k,ant. ext.,medicamentos,43990.0,29845.0,81.0,0.0,0.0002,500.0
4628,148,2021-03-01,1,19167.0,2021-03-20,19,cytopoint 10 mg iny 3-10 k,medicamentos,medicamentos,27490.0,19167.0,51.0,0.0,0.0002,500.0
4630,736,2021-03-01,1,37858.0,2021-03-26,25,bravecto 1.300 mg perro 40 a 56 kg,ant. ext.,medicamentos,53770.0,37858.0,99.0,0.0,0.0002,500.0
4829,189,2021-03-01,7,81277.0,2021-03-21,20,gel otico plus x 11.5 grs.,otico,medicamentos,17150.0,11611.0,32.0,0.0,0.0002,500.0
5092,490,2021-04-05,2,48166.0,2021-04-27,22,bravecto gato 2.8 a 6.25 kg,ant. ext.,medicamentos,31470.0,24083.0,58.0,13.0,0.0002,600.0
6736,692,2021-08-02,1,39076.0,2021-08-21,19,cytopoint 40 mg iny 30-40 k,medicamentos,medicamentos,56590.0,39076.0,104.0,0.0,0.0002,1000.0
7509,618,2021-10-04,1,24349.0,2021-10-23,19,feliway friends repuesto,comportamiento,medicamentos,31630.0,24349.0,59.0,1.0,0.0002,650.0
8140,1713,2021-12-06,1,33507.0,2021-12-29,23,bravecto 1.000 mg perro 20 a 40 kg,ant. ext.,medicamentos,49650.0,33507.0,92.0,0.0,0.0002,800.0
9034,1389,2022-01-31,1,32528.0,2022-02-21,21,seresto collar p/p hasta 8 kilos,ant. ext.,medicamentos,47990.0,32528.0,89.0,0.0,0.0002,500.0
9173,120,2022-01-31,1,37225.0,2022-02-20,20,cytopoint 30 mg iny 20-30 k,medicamentos,medicamentos,48510.0,37225.0,89.0,2.0,0.0002,1200.0
9254,1525,2022-01-31,1,22858.0,2022-02-21,21,bravecto gato 1.2 a 2.8 kg,ant. ext.,medicamentos,29610.0,22858.0,55.0,0.0,0.0002,750.0
9521,1389,2022-02-28,1,32528.0,2022-03-21,21,seresto collar p/p hasta 8 kilos,ant. ext.,medicamentos,47990.0,32528.0,89.0,0.0,0.0002,500.0
9522,1362,2022-02-28,2,59690.0,2022-03-20,20,nexgard x 3 tab. 25- 50k,ant. ext.,medicamentos,43990.0,29845.0,81.0,0.0,0.0002,500.0
9756,1525,2022-02-28,2,45716.0,2022-03-18,18,bravecto gato 1.2 a 2.8 kg,ant. ext.,medicamentos,29610.0,22858.0,55.0,0.0,0.0002,750.0
10215,120,2022-04-04,1,37225.0,2022-04-26,22,cytopoint 30 mg iny 20-30 k,medicamentos,medicamentos,48510.0,37225.0,89.0,2.0,0.0002,1200.0
10313,345,2022-04-04,1,22926.0,2022-04-22,18,nexgard x 3 tab. 10 a  25 kg,ant. ext.,medicamentos,32990.0,22926.0,61.0,2.0,0.0002,500.0
10756,1768,2022-05-02,1,13128.0,2022-05-21,19,cerenia comp. 24 mg.,digestivo,medicamentos,18820.0,13128.0,35.0,0.0,0.0002,500.0
10801,152,2022-05-02,1,26460.0,2022-05-22,20,cytopoint 20 mg iny 10-20 k,medicamentos,medicamentos,40020.0,26460.0,74.0,0.0,0.0002,900.0
11133,1713,2022-06-06,1,33507.0,2022-06-29,23,bravecto 1.000 mg perro 20 a 40 kg,ant. ext.,medicamentos,49650.0,33507.0,92.0,0.0,0.0002,800.0
11232,692,2022-06-06,2,78152.0,2022-06-25,19,cytopoint 40 mg iny 30-40 k,medicamentos,medicamentos,56590.0,39076.0,104.0,0.0,0.0002,1000.0
11261,1381,2022-06-06,1,13404.0,2022-06-24,18,frontline plus pipeta perro 40-60 kg.,ant. ext.,medicamentos,19560.0,13404.0,36.0,4.0,0.0002,500.0
11596,1389,2022-07-04,1,32528.0,2022-07-25,21,seresto collar p/p hasta 8 kilos,ant. ext.,medicamentos,47990.0,32528.0,89.0,0.0,0.0002,500.0
11597,1362,2022-07-04,2,59690.0,2022-07-22,18,nexgard x 3 tab. 25- 50k,ant. ext.,medicamentos,43990.0,29845.0,81.0,0.0,0.0002,500.0
11669,736,2022-07-04,1,37858.0,2022-07-31,27,bravecto 1.300 mg perro 40 a 56 kg,ant. ext.,medicamentos,53770.0,37858.0,99.0,0.0,0.0002,500.0
11676,1769,2022-07-04,1,11300.0,2022-07-22,18,koralen 20 mg (oral),analgesico,medicamentos,15830.0,11300.0,30.0,2.0,0.0002,500.0
12080,1713,2022-08-01,1,33507.0,2022-08-23,22,bravecto 1.000 mg perro 20 a 40 kg,ant. ext.,medicamentos,49650.0,33507.0,92.0,0.0,0.0002,800.0
12724,490,2022-09-05,1,24083.0,2022-09-26,21,bravecto gato 2.8 a 6.25 kg,ant. ext.,medicamentos,31470.0,24083.0,58.0,13.0,0.0002,600.0
14150,152,2022-12-05,1,26460.0,2022-12-27,22,cytopoint 20 mg iny 10-20 k,medicamentos,medicamentos,40020.0,26460.0,74.0,0.0,0.0002,900.0
14963,1389,2023-02-06,1,32528.0,2023-03-06,28,seresto collar p/p hasta 8 kilos,ant. ext.,medicamentos,47990.0,32528.0,89.0,0.0,0.0002,500.0
15618,1455,2023-03-06,1,18818.0,2023-03-26,20,advocate 1 x o.8,ant. ext.,medicamentos,24990.0,18818.0,46.0,6.0,0.0002,550.0
16507,736,2023-05-01,1,37858.0,2023-05-20,19,bravecto 1.300 mg perro 40 a 56 kg,ant. ext.,medicamentos,53770.0,37858.0,99.0,0.0,0.0002,500.0
17054,736,2023-06-05,1,37858.0,2023-06-29,24,bravecto 1.300 mg perro 40 a 56 kg,ant. ext.,medicamentos,53770.0,37858.0,99.0,0.0,0.0002,500.0
17191,801,2023-06-05,1,13168.0,2023-06-25,20,ofloxacino 0.3 x 10 ml.,ocular,medicamentos,19000.0,13168.0,35.0,1.0,0.0002,500.0
17459,1389,2023-07-03,1,32528.0,2023-07-29,26,seresto collar p/p hasta 8 kilos,ant. ext.,medicamentos,47990.0,32528.0,89.0,0.0,0.0002,500.0
17539,490,2023-07-03,1,24083.0,2023-07-22,19,bravecto gato 2.8 a 6.25 kg,ant. ext.,medicamentos,31470.0,24083.0,58.0,13.0,0.0002,600.0
17765,269,2023-07-03,1,27941.0,2023-07-23,20,apoquel 16 mg x 20 comprimidos,antialergico,medicamentos,42330.0,27941.0,78.0,0.0,0.0002,600.0
18059,490,2023-07-31,1,24083.0,2023-08-20,20,bravecto gato 2.8 a 6.25 kg,ant. ext.,medicamentos,31470.0,24083.0,58.0,13.0,0.0002,600.0
19210,388,2023-10-02,1,19043.0,2023-10-21,19,stomorgyl 10 x 10 comp,antibiotico,medicamentos,26280.0,19043.0,49.0,2.0,0.0002,500.0
19561,1713,2023-11-06,1,33507.0,2023-11-25,19,bravecto 1.000 mg perro 20 a 40 kg,ant. ext.,medicamentos,49650.0,33507.0,92.0,0.0,0.0002,800.0
19615,736,2023-11-06,2,75716.0,2023-12-05,29,bravecto 1.300 mg perro 40 a 56 kg,ant. ext.,medicamentos,53770.0,37858.0,99.0,0.0,0.0002,500.0
20267,345,2023-12-04,2,45852.0,2023-12-22,18,nexgard x 3 tab. 10 a  25 kg,ant. ext.,medicamentos,32990.0,22926.0,61.0,2.0,0.0002,500.0
20336,736,2023-12-11,1,37858.0,2024-01-01,21,bravecto 1.300 mg perro 40 a 56 kg,ant. ext.,medicamentos,53770.0,37858.0,99.0,0.0,0.0002,500.0
21233,1768,2024-02-05,1,13128.0,2024-02-23,18,cerenia comp. 24 mg.,digestivo,medicamentos,18820.0,13128.0,35.0,0.0,0.0002,500.0
21512,1713,2024-03-04,1,33507.0,2024-03-26,22,bravecto 1.000 mg perro 20 a 40 kg,ant. ext.,medicamentos,49650.0,33507.0,92.0,0.0,0.0002,800.0
